pitch_type,prev_pitch,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
Breaking,Hard,S,L,0,1,0,2,3,0
Breaking,Breaking,S,L,0,2,0,2,3,0
Breaking,Breaking,B,L,1,2,0,2,3,0
Breaking,Breaking,X,R,0,0,1,2,3,0
Hard,Breaking,S,R,0,1,1,2,3,0
Breaking,Hard,X,R,0,0,0,0,4,0
Hard,Breaking,B,R,1,0,0,0,4,0
Hard,Hard,S,R,1,1,0,0,4,0
Hard,Hard,X,L,0,0,1,0,4,0
Hard,Hard,S,L,0,1,1,0,4,0
Hard,Hard,S,L,0,2,1,0,4,0
Hard,Hard,X,R,0,0,1,1,4,0
Breaking,Hard,B,R,1,0,1,1,4,0
Breaking,Breaking,X,L,0,0,1,2,4,0
Breaking,Breaking,S,L,0,1,1,2,4,0
Hard,Breaking,S,L,0,2,1,2,4,0
Hard,Hard,X,L,0,0,0,0,5,0
Hard,Hard,S,L,0,1,0,0,5,0
Breaking,Hard,B,L,1,1,0,0,5,0
Hard,Breaking,B,L,2,1,0,0,5,0
Breaking,Hard,X,R,0,0,0,1,5,0
Hard,Breaking,S,R,0,1,0,1,5,0
Hard,Hard,B,R,1,1,0,1,5,0
Hard,Hard,S,R,1,2,0,1,5,0
Breaking,Hard,S,R,0,0,0,2,5,0
Soft,Breaking,B,L,0,0,1,2,5,0
Hard,Soft,S,L,0,1,1,2,5,0
Breaking,Hard,B,L,1,1,1,2,5,0
Breaking,Breaking,B,L,2,1,1,2,5,0
Hard,Breaking,S,L,2,2,1,2,5,0
Breaking,Hard,S,R,0,0,0,0,6,0
Breaking,Breaking,B,R,1,0,0,0,6,0
Breaking,Breaking,S,R,1,1,0,0,6,0
Hard,Breaking,S,R,1,2,0,0,6,0
Breaking,Hard,S,R,1,2,0,0,6,0
Hard,Breaking,S,R,1,2,0,0,6,0
Hard,Hard,B,R,2,2,0,0,6,0
Hard,Hard,X,R,0,0,0,1,6,0
Hard,Hard,B,R,1,0,0,1,6,0
Breaking,Hard,B,R,2,0,0,1,6,0
Hard,Breaking,B,R,3,0,0,1,6,0
Hard,Hard,S,R,3,1,0,1,6,0
Hard,Hard,X,L,0,0,1,1,6,0
Hard,Hard,B,L,1,0,1,1,6,0
Breaking,Hard,B,L,2,0,1,1,6,0
Hard,Breaking,B,L,3,0,1,1,6,0
Hard,Hard,B,R,0,0,1,1,6,0
Hard,Hard,X,L,0,0,1,2,6,0
Hard,Hard,B,L,1,0,1,2,6,0
Hard,Hard,S,L,1,1,1,2,6,0
Breaking,Hard,S,L,1,2,1,2,6,0
Hard,Breaking,X,L,0,0,0,0,1,0
Breaking,Hard,B,L,1,0,0,0,1,0
Hard,Breaking,B,L,2,0,0,0,1,0
Breaking,Hard,X,L,0,0,0,1,1,0
Breaking,Breaking,B,L,1,0,0,1,1,0
Soft,Breaking,S,L,1,1,0,1,1,0
Hard,Soft,B,L,2,1,0,1,1,0
Hard,Hard,X,R,0,0,0,2,1,0
Hard,Hard,B,R,1,0,0,2,1,0
Breaking,Hard,S,R,1,1,0,2,1,0
Breaking,Breaking,B,R,2,1,0,2,1,0
Hard,Breaking,S,R,2,2,0,2,1,0
Hard,Hard,S,R,2,2,0,2,1,0
Breaking,Hard,B,R,3,2,0,2,1,0
Hard,Breaking,B,L,0,0,1,2,1,0
Hard,Hard,S,L,0,1,1,2,1,0
Breaking,Hard,S,L,0,2,1,2,1,0
Hard,Breaking,B,L,1,2,1,2,1,0
Hard,Hard,S,L,0,0,0,0,2,1
Hard,Hard,X,R,0,0,1,0,2,1
Breaking,Hard,S,R,0,1,1,0,2,1
Hard,Breaking,S,R,0,2,1,0,2,1
Hard,Hard,S,L,0,0,1,1,2,1
Breaking,Hard,B,L,1,0,1,1,2,1
Breaking,Breaking,S,L,1,1,1,1,2,1
Hard,Breaking,X,R,0,0,1,2,2,1
Hard,Hard,S,R,0,1,1,2,2,1
Hard,Hard,X,L,0,0,1,2,2,0
Hard,Hard,S,L,0,1,1,2,2,0
Breaking,Hard,S,L,0,2,1,2,2,0
Hard,Breaking,B,L,1,2,1,2,2,0
Breaking,Hard,S,L,0,0,0,0,3,0
Breaking,Breaking,X,L,0,0,1,0,3,0
Hard,Breaking,B,L,1,0,1,0,3,0
Hard,Hard,B,L,2,0,1,0,3,0
Hard,Hard,X,R,0,0,1,1,3,0
Breaking,Hard,B,R,1,0,1,1,3,0
Hard,Breaking,X,L,0,0,1,1,3,-1
Hard,Hard,S,L,0,1,1,1,3,-1
Breaking,Hard,B,L,1,1,1,1,3,-1
Breaking,Breaking,S,L,1,2,1,1,3,-1
Breaking,Breaking,B,L,2,2,1,1,3,-1
Breaking,Breaking,B,L,3,2,1,1,3,-1
Hard,Breaking,S,L,3,2,1,1,3,-1
Breaking,Hard,S,L,3,2,1,1,3,-1
Breaking,Breaking,S,L,3,2,1,1,3,-1
Hard,Breaking,S,L,0,0,1,2,3,-1
Soft,Hard,X,R,0,0,0,0,4,-1
Hard,Soft,X,L,0,0,0,1,4,-1
Hard,Hard,S,L,0,1,0,1,4,-1
Soft,Hard,B,L,1,1,0,1,4,-1
Breaking,Soft,X,R,0,0,1,1,4,-1
Breaking,Breaking,S,R,0,1,1,1,4,-1
Hard,Breaking,B,R,1,1,1,1,4,-1
Breaking,Hard,S,R,1,2,1,1,4,-1
Breaking,Breaking,B,R,2,2,1,1,4,-1
Hard,Breaking,B,R,3,2,1,1,4,-1
Breaking,Hard,S,L,0,0,1,2,4,-1
Breaking,Breaking,S,L,0,1,1,2,4,-1
Hard,Breaking,B,L,1,1,1,2,4,-1
Breaking,Hard,S,L,1,2,1,2,4,-1
Breaking,Breaking,B,L,2,2,1,2,4,-1
Hard,Breaking,S,L,0,0,0,0,5,-1
Breaking,Hard,X,L,0,0,0,1,5,-1
Soft,Breaking,B,L,1,0,0,1,5,-1
Hard,Soft,B,L,2,0,0,1,5,-1
Hard,Hard,S,L,2,1,0,1,5,-1
Hard,Hard,S,L,2,2,0,1,5,-1
Hard,Hard,X,R,0,0,0,2,5,-1
Hard,Hard,S,R,0,1,0,2,5,-1
Breaking,Hard,B,R,1,1,0,2,5,-1
Soft,Breaking,X,L,0,0,1,2,5,-1
Soft,Soft,X,L,0,0,0,0,6,-1
Soft,Soft,B,L,1,0,0,0,6,-1
Breaking,Soft,S,L,1,1,0,0,6,-1
Breaking,Breaking,X,R,0,0,0,1,6,-1
Breaking,Breaking,B,R,1,0,0,1,6,-1
Hard,Breaking,S,R,1,1,0,1,6,-1
Breaking,Hard,S,R,1,2,0,1,6,-1
Hard,Breaking,B,R,2,2,0,1,6,-1
Breaking,Hard,S,R,2,2,0,1,6,-1
Breaking,Breaking,S,R,2,2,0,1,6,-1
Breaking,Breaking,B,R,3,2,0,1,6,-1
Breaking,Breaking,X,L,0,0,0,2,6,-1
Breaking,Breaking,B,L,1,0,0,2,6,-1
Hard,Breaking,B,L,2,0,0,2,6,-1
Hard,Hard,B,L,3,0,0,2,6,-1
Hard,Hard,S,L,3,1,0,2,6,-1
Breaking,Hard,S,L,3,2,0,2,6,-1
Hard,Breaking,S,L,3,2,0,2,6,-1
Hard,Hard,S,R,0,0,0,0,7,-1
Hard,Hard,S,R,0,1,0,0,7,-1
Hard,Hard,B,R,1,1,0,0,7,-1
Breaking,Hard,B,R,2,1,0,0,7,-1
Hard,Breaking,B,R,3,1,0,0,7,-1
Hard,Hard,S,R,3,2,0,0,7,-1
Hard,Hard,X,L,0,0,0,0,1,0
Hard,Hard,B,L,1,0,0,0,1,0
Breaking,Hard,S,L,1,1,0,0,1,0
Hard,Breaking,X,L,0,0,1,0,1,0
Breaking,Hard,B,L,1,0,1,0,1,0
Hard,Breaking,S,L,1,1,1,0,1,0
Breaking,Hard,S,L,1,2,1,0,1,0
Hard,Breaking,S,L,1,2,1,0,1,0
Hard,Hard,S,L,1,2,1,0,1,0
Hard,Hard,X,R,0,0,1,0,1,0
Hard,Hard,B,R,1,0,1,0,1,0
Breaking,Hard,S,R,1,1,1,0,1,0
Breaking,Breaking,S,R,1,2,1,0,1,0
Hard,Breaking,S,R,1,2,1,0,1,0
Hard,Hard,B,R,2,2,1,0,1,0
Hard,Hard,X,L,0,0,1,2,1,0
Breaking,Hard,B,L,1,0,1,2,1,0
Hard,Breaking,S,L,1,1,1,2,1,0
Breaking,Hard,X,L,0,0,0,2,1,-2
Hard,Breaking,B,L,1,0,0,2,1,-2
Hard,Hard,X,L,0,0,0,0,2,0
Breaking,Hard,S,L,0,1,0,0,2,0
Breaking,Breaking,X,R,0,0,1,0,2,0
Hard,Breaking,S,R,0,1,1,0,2,0
Breaking,Hard,B,R,1,1,1,0,2,0
Hard,Breaking,X,R,0,0,1,1,2,0
Hard,Hard,S,R,0,1,1,1,2,0
Breaking,Hard,S,R,0,2,1,1,2,0
Hard,Breaking,B,R,1,2,1,1,2,0
Breaking,Hard,B,R,2,2,1,1,2,0
Breaking,Breaking,S,L,0,0,1,2,2,0
Breaking,Breaking,S,L,0,1,1,2,2,0
Breaking,Breaking,X,L,0,0,0,0,3,0
Breaking,Breaking,B,L,1,0,0,0,3,0
Hard,Breaking,S,L,1,1,0,0,3,0
Hard,Hard,X,L,0,0,0,1,3,0
Hard,Hard,S,L,0,1,0,1,3,0
Breaking,Hard,B,L,1,1,0,1,3,0
Breaking,Breaking,B,L,2,1,0,1,3,0
Breaking,Breaking,X,R,0,0,1,1,3,0
Breaking,Breaking,S,R,0,1,1,1,3,0
Hard,Breaking,S,R,0,2,1,1,3,0
Hard,Hard,B,R,1,2,1,1,3,0
Soft,Hard,S,R,1,2,1,1,3,0
Hard,Soft,B,L,0,0,1,1,3,0
Hard,Hard,B,L,1,0,1,1,3,0
Hard,Hard,S,L,1,1,1,1,3,0
Breaking,Hard,S,L,1,2,1,1,3,0
Hard,Breaking,X,L,0,0,1,1,3,-1
Breaking,Hard,X,L,0,0,1,2,3,-2
Hard,Breaking,S,L,0,1,1,2,3,-2
Breaking,Hard,S,L,0,2,1,2,3,-2
Hard,Breaking,S,R,0,0,0,0,4,-1
Hard,Hard,S,R,0,1,0,0,4,-1
Breaking,Hard,B,R,1,1,0,0,4,-1
Hard,Breaking,B,R,2,1,0,0,4,-1
Breaking,Hard,S,R,2,2,0,0,4,-1
Hard,Breaking,S,R,2,2,0,0,4,-1
Breaking,Hard,S,R,2,2,0,0,4,-1
Hard,Breaking,S,R,2,2,0,0,4,-1
Breaking,Hard,X,R,0,0,0,1,4,-1
Hard,Breaking,S,R,0,1,0,1,4,-1
Hard,Hard,S,R,0,2,0,1,4,-1
Hard,Hard,B,R,1,2,0,1,4,-1
Hard,Hard,X,L,0,0,0,2,4,-1
Breaking,Hard,S,L,0,1,0,2,4,-1
Hard,Breaking,B,L,1,1,0,2,4,-1
Breaking,Hard,B,L,2,1,0,2,4,-1
Breaking,Breaking,S,L,2,2,0,2,4,-1
Breaking,Breaking,S,L,0,0,0,0,5,0
Hard,Breaking,S,L,0,1,0,0,5,0
Hard,Hard,B,L,1,1,0,0,5,0
Breaking,Hard,S,L,1,2,0,0,5,0
Hard,Breaking,B,L,2,2,0,0,5,0
Breaking,Hard,X,L,0,0,0,1,5,0
Hard,Breaking,S,L,0,1,0,1,5,0
Hard,Hard,S,L,0,2,0,1,5,0
Breaking,Hard,B,L,1,2,0,1,5,0
Breaking,Breaking,B,L,2,2,0,1,5,0
Hard,Breaking,B,L,3,2,0,1,5,0
Hard,Hard,S,L,3,2,0,1,5,0
Breaking,Hard,B,R,0,0,1,1,5,0
Hard,Breaking,S,R,0,1,1,1,5,0
Hard,Hard,S,R,0,2,1,1,5,0
Hard,Hard,B,R,1,2,1,1,5,0
Breaking,Hard,S,R,1,2,1,1,5,0
Hard,Breaking,S,L,0,0,1,2,5,0
Hard,Hard,B,L,1,0,1,2,5,0
Soft,Hard,S,L,1,1,1,2,5,0
Hard,Soft,S,L,1,2,1,2,5,0
Hard,Hard,B,L,2,2,1,2,5,0
Breaking,Hard,B,L,3,2,1,2,5,0
Hard,Breaking,X,L,0,0,0,2,5,-2
Breaking,Hard,B,L,1,0,0,2,5,-2
Hard,Breaking,X,R,0,0,0,0,1,0
Hard,Hard,S,R,0,1,0,0,1,0
Breaking,Hard,X,L,0,0,0,0,1,-1
Breaking,Breaking,B,L,1,0,0,0,1,-1
Hard,Breaking,B,L,2,0,0,0,1,-1
Hard,Hard,B,L,3,0,0,0,1,-1
Breaking,Hard,B,L,0,0,1,0,1,-1
Hard,Breaking,S,L,0,1,1,0,1,-1
Hard,Hard,S,L,0,2,1,0,1,-1
Breaking,Hard,S,R,0,0,1,1,1,-1
Hard,Breaking,S,R,0,1,1,1,1,-1
Breaking,Hard,B,R,1,1,1,1,1,-1
Breaking,Breaking,B,R,2,1,1,1,1,-1
Hard,Breaking,S,R,2,2,1,1,1,-1
Breaking,Hard,S,R,2,2,1,1,1,-1
Breaking,Breaking,X,R,0,0,1,2,1,-1
Breaking,Breaking,B,R,1,0,1,2,1,-1
Hard,Breaking,S,R,1,1,1,2,1,-1
Hard,Hard,S,R,1,2,1,2,1,-1
Breaking,Hard,X,L,0,0,0,0,2,0
Hard,Breaking,S,L,0,1,0,0,2,0
Breaking,Hard,S,L,0,2,0,0,2,0
Breaking,Breaking,B,L,1,2,0,0,2,0
Breaking,Breaking,B,L,2,2,0,0,2,0
Hard,Breaking,S,L,2,2,0,0,2,0
Breaking,Hard,S,R,0,0,0,1,2,0
Breaking,Breaking,S,R,0,1,0,1,2,0
Breaking,Breaking,X,R,0,0,0,2,2,0
Hard,Breaking,B,R,1,0,0,2,2,0
Breaking,Hard,B,R,2,0,0,2,2,0
Hard,Breaking,S,R,2,1,0,2,2,0
Hard,Hard,S,R,2,2,0,2,2,0
Breaking,Hard,B,R,3,2,0,2,2,0
Hard,Breaking,S,R,0,0,0,0,3,0
Hard,Hard,X,R,0,0,0,1,3,0
Breaking,Hard,S,R,0,1,0,1,3,0
Hard,Breaking,S,R,0,2,0,1,3,0
Hard,Hard,B,R,1,2,0,1,3,0
Hard,Hard,S,L,0,0,0,2,3,0
Hard,Hard,B,L,1,0,0,2,3,0
Breaking,Hard,B,L,2,0,0,2,3,0
Hard,Breaking,B,L,3,0,0,2,3,0
Hard,Hard,B,L,0,0,1,2,3,0
Breaking,Hard,B,L,1,0,1,2,3,0
Hard,Breaking,S,L,1,1,1,2,3,0
Hard,Hard,X,R,0,0,1,2,3,0
Hard,Hard,B,R,1,0,1,2,3,0
Hard,Hard,S,R,1,1,1,2,3,0
Breaking,Hard,B,R,2,1,1,2,3,0
Breaking,Breaking,B,R,3,1,1,2,3,0
Hard,Breaking,S,R,3,2,1,2,3,0
Hard,Hard,S,R,3,2,1,2,3,0
Breaking,Hard,S,R,3,2,1,2,3,0
Hard,Breaking,X,R,0,0,0,0,4,0
Hard,Hard,S,R,0,1,0,0,4,0
Breaking,Hard,S,R,0,2,0,0,4,0
Hard,Breaking,B,R,1,2,0,0,4,0
Breaking,Hard,S,R,1,2,0,0,4,0
Breaking,Breaking,B,R,2,2,0,0,4,0
Hard,Breaking,S,R,2,2,0,0,4,0
Breaking,Hard,S,R,2,2,0,0,4,0
Soft,Breaking,S,R,2,2,0,0,4,0
Hard,Soft,B,R,3,2,0,0,4,0
Breaking,Hard,X,L,0,0,1,0,4,0
Breaking,Breaking,X,R,0,0,1,0,4,0
Hard,Breaking,S,R,0,1,1,0,4,0
Hard,Hard,S,R,0,2,1,0,4,0
Breaking,Hard,S,R,0,2,1,0,4,0
Hard,Breaking,S,R,0,2,1,0,4,0
Breaking,Hard,X,R,0,0,1,1,4,-1
Hard,Breaking,S,R,0,1,1,1,4,-1
Breaking,Hard,S,R,0,2,1,1,4,-1
Breaking,Breaking,X,R,0,0,0,0,5,-1
Hard,Breaking,S,R,0,1,0,0,5,-1
Breaking,Hard,S,R,0,2,0,0,5,-1
Breaking,Breaking,B,R,1,2,0,0,5,-1
Breaking,Breaking,S,R,0,0,0,1,5,-1
Hard,Breaking,X,L,0,0,0,2,5,-1
Soft,Hard,B,L,1,0,0,2,5,-1
Soft,Soft,B,L,2,0,0,2,5,-1
Breaking,Soft,S,L,2,1,0,2,5,-1
Hard,Breaking,X,L,0,0,1,2,5,-1
Breaking,Hard,X,R,0,0,1,2,5,-1
Breaking,Breaking,X,R,0,0,0,2,5,-4
Breaking,Breaking,S,R,0,1,0,2,5,-4
Breaking,Breaking,B,R,1,1,0,2,5,-4
Hard,Breaking,S,R,1,2,0,2,5,-4
Hard,Hard,B,R,2,2,0,2,5,-4
Breaking,Hard,B,R,3,2,0,2,5,-4
Hard,Breaking,X,L,0,0,0,0,1,0
Breaking,Hard,B,L,1,0,0,0,1,0
Hard,Breaking,S,L,1,1,0,0,1,0
Hard,Hard,S,L,1,2,0,0,1,0
Breaking,Hard,S,L,1,2,0,0,1,0
Breaking,Breaking,B,L,2,2,0,0,1,0
Hard,Breaking,S,L,2,2,0,0,1,0
Hard,Hard,S,L,2,2,0,0,1,0
Breaking,Hard,B,L,3,2,0,0,1,0
Hard,Breaking,X,R,0,0,0,1,1,0
Breaking,Hard,S,R,0,1,0,1,1,0
Breaking,Breaking,B,R,1,1,0,1,1,0
Hard,Breaking,S,R,1,2,0,1,1,0
Hard,Hard,X,R,0,0,0,2,1,0
Hard,Hard,B,R,1,0,0,2,1,0
Breaking,Hard,B,R,2,0,0,2,1,0
Breaking,Breaking,S,R,2,1,0,2,1,0
Breaking,Breaking,S,R,2,2,0,2,1,0
Breaking,Breaking,B,R,3,2,0,2,1,0
Hard,Breaking,X,L,0,0,0,0,2,0
Breaking,Hard,S,L,0,1,0,0,2,0
Hard,Breaking,B,L,1,1,0,0,2,0
Hard,Hard,S,L,1,2,0,0,2,0
Hard,Hard,X,L,0,0,1,0,2,0
Breaking,Hard,S,L,0,1,1,0,2,0
Hard,Breaking,X,L,0,0,1,0,2,0
Hard,Hard,B,L,1,0,1,0,2,0
Hard,Hard,S,L,1,1,1,0,2,0
Breaking,Hard,S,L,1,2,1,0,2,0
Hard,Breaking,B,L,2,2,1,0,2,0
Hard,Hard,S,L,2,2,1,0,2,0
Breaking,Hard,X,R,0,0,1,0,2,-1
Hard,Breaking,S,R,0,1,1,0,2,-1
Hard,Hard,S,R,0,2,1,0,2,-1
Breaking,Hard,S,L,0,0,1,1,2,-1
Breaking,Breaking,B,L,1,0,1,1,2,-1
Hard,Breaking,S,L,1,1,1,1,2,-1
Hard,Hard,X,R,0,0,1,2,2,-2
Breaking,Hard,S,R,0,1,1,2,2,-2
Hard,Breaking,X,L,0,0,0,0,3,-2
Breaking,Hard,S,L,0,1,0,0,3,-2
Hard,Breaking,X,R,0,0,1,0,3,-2
Breaking,Hard,B,R,1,0,1,0,3,-2
Hard,Breaking,S,R,1,1,1,0,3,-2
Breaking,Hard,S,R,1,2,1,0,3,-2
Breaking,Breaking,B,R,2,2,1,0,3,-2
Hard,Breaking,X,R,0,0,1,1,3,-2
Breaking,Hard,S,R,0,1,1,1,3,-2
Hard,Breaking,X,L,0,0,0,0,4,-2
Breaking,Hard,S,L,0,1,0,0,4,-2
Hard,Breaking,X,L,0,0,1,0,4,-2
Hard,Hard,B,L,1,0,1,0,4,-2
Hard,Hard,S,L,1,1,1,0,4,-2
Breaking,Hard,S,L,1,2,1,0,4,-2
Breaking,Breaking,S,L,1,2,1,0,4,-2
Hard,Breaking,B,L,2,2,1,0,4,-2
Breaking,Hard,X,L,0,0,1,1,4,-2
Breaking,Breaking,S,L,0,1,1,1,4,-2
Breaking,Breaking,B,L,1,1,1,1,4,-2
Hard,Breaking,S,L,1,2,1,1,4,-2
Hard,Hard,S,L,1,2,1,1,4,-2
Breaking,Hard,S,L,1,2,1,1,4,-2
Breaking,Breaking,S,R,0,0,1,2,4,-2
Breaking,Breaking,X,L,0,0,0,0,5,0
Breaking,Breaking,B,L,1,0,0,0,5,0
Breaking,Breaking,S,L,1,1,0,0,5,0
Breaking,Breaking,X,R,0,0,0,1,5,0
Hard,Breaking,B,R,1,0,0,1,5,0
Hard,Hard,S,R,1,1,0,1,5,0
Breaking,Hard,S,R,1,2,0,1,5,0
Breaking,Breaking,B,R,2,2,0,1,5,0
Hard,Breaking,B,R,3,2,0,1,5,0
Hard,Hard,X,L,0,0,1,1,5,0
Breaking,Hard,S,L,0,1,1,1,5,0
Hard,Breaking,X,R,0,0,1,1,5,0
Breaking,Hard,S,R,0,1,1,1,5,0
Breaking,Breaking,S,R,0,2,1,1,5,0
Hard,Breaking,B,R,1,2,1,1,5,0
Breaking,Hard,X,R,0,0,1,2,5,0
Hard,Breaking,X,L,0,0,0,2,5,-3
Hard,Hard,B,L,1,0,0,2,5,-3
Breaking,Hard,S,L,1,1,0,2,5,-3
Hard,Breaking,X,L,0,0,0,0,6,-3
Soft,Hard,S,L,0,1,0,0,6,-3
Breaking,Soft,B,L,1,1,0,0,6,-3
Breaking,Breaking,S,L,1,2,0,0,6,-3
Breaking,Breaking,B,L,2,2,0,0,6,-3
Hard,Breaking,X,L,0,0,0,1,6,-3
Hard,Hard,X,R,0,0,1,1,6,-3
Hard,Hard,S,R,0,1,1,1,6,-3
Hard,Hard,S,R,0,2,1,1,6,-3
Hard,Hard,S,L,0,0,1,2,6,-3
Hard,Hard,X,L,0,0,0,0,1,0
Breaking,Hard,S,L,0,1,0,0,1,0
Breaking,Breaking,S,L,0,2,0,0,1,0
Hard,Breaking,X,L,0,0,0,1,1,0
Breaking,Hard,S,L,0,1,0,1,1,0
Hard,Breaking,S,L,0,2,0,1,1,0
Hard,Hard,B,L,1,2,0,1,1,0
Hard,Hard,B,L,2,2,0,1,1,0
Hard,Hard,S,L,0,0,0,2,1,0
Breaking,Hard,B,L,1,0,0,2,1,0
Breaking,Breaking,S,L,1,1,0,2,1,0
Breaking,Breaking,X,R,0,0,0,0,2,0
Breaking,Breaking,S,R,0,1,0,0,2,0
Breaking,Breaking,S,R,0,2,0,0,2,0
Hard,Breaking,X,L,0,0,1,0,2,0
Breaking,Hard,S,L,0,1,1,0,2,0
Breaking,Breaking,B,L,1,1,1,0,2,0
Hard,Breaking,S,L,1,2,1,0,2,0
Hard,Hard,B,L,2,2,1,0,2,0
Breaking,Hard,B,L,3,2,1,0,2,0
Hard,Breaking,X,R,0,0,1,1,2,0
Hard,Hard,X,L,0,0,1,1,2,0
Breaking,Hard,B,L,1,0,1,1,2,0
Hard,Breaking,S,L,1,1,1,1,2,0
Breaking,Hard,S,L,1,2,1,1,2,0
Breaking,Breaking,B,L,2,2,1,1,2,0
Breaking,Breaking,B,L,3,2,1,1,2,0
Hard,Breaking,S,R,0,0,1,2,2,0
Hard,Hard,S,R,0,1,1,2,2,0
Breaking,Hard,X,R,0,0,1,2,2,-1
Hard,Breaking,B,R,1,0,1,2,2,-1
Hard,Hard,S,R,1,1,1,2,2,-1
Breaking,Hard,S,R,1,2,1,2,2,-1
Breaking,Breaking,S,L,0,0,0,0,3,-1
Breaking,Breaking,B,L,1,0,0,0,3,-1
Hard,Breaking,S,L,1,1,0,0,3,-1
Hard,Hard,B,L,2,1,0,0,3,-1
Hard,Hard,B,L,3,1,0,0,3,-1
Breaking,Hard,S,L,3,2,0,0,3,-1
Hard,Breaking,S,L,3,2,0,0,3,-1
Hard,Hard,S,L,3,2,0,0,3,-1
Breaking,Hard,S,L,3,2,0,0,3,-1
Breaking,Breaking,S,L,0,0,0,1,3,-1
Breaking,Breaking,S,L,0,1,0,1,3,-1
Hard,Breaking,X,L,0,0,0,2,3,-1
Hard,Hard,B,L,1,0,0,2,3,-1
Breaking,Hard,B,L,2,0,0,2,3,-1
Breaking,Breaking,S,L,2,1,0,2,3,-1
Breaking,Breaking,S,L,2,2,0,2,3,-1
Breaking,Breaking,B,L,3,2,0,2,3,-1
Hard,Breaking,S,L,3,2,0,2,3,-1
Breaking,Hard,S,R,0,0,0,0,4,-1
Hard,Breaking,B,R,1,0,0,0,4,-1
Breaking,Hard,S,R,1,1,0,0,4,-1
Hard,Breaking,S,R,1,2,0,0,4,-1
Hard,Hard,B,R,2,2,0,0,4,-1
Hard,Hard,X,L,0,0,0,1,4,-1
Breaking,Hard,B,L,1,0,0,1,4,-1
Breaking,Breaking,S,L,1,1,0,1,4,-1
Hard,Breaking,S,L,1,2,0,1,4,-1
Hard,Hard,B,L,2,2,0,1,4,-1
Hard,Hard,B,L,3,2,0,1,4,-1
Hard,Hard,X,R,0,0,1,1,4,-1
Hard,Hard,B,R,1,0,1,1,4,-1
Breaking,Hard,S,R,1,1,1,1,4,-1
Breaking,Breaking,X,L,0,0,1,2,4,-1
Hard,Breaking,S,L,0,1,1,2,4,-1
Hard,Hard,B,L,1,1,1,2,4,-1
Breaking,Hard,S,L,1,2,1,2,4,-1
Breaking,Breaking,S,R,0,0,0,0,5,0
Hard,Breaking,S,R,0,1,0,0,5,0
Breaking,Hard,B,R,1,1,0,0,5,0
Hard,Breaking,X,R,0,0,0,1,5,0
Breaking,Hard,B,R,1,0,0,1,5,0
Hard,Breaking,B,R,2,0,0,1,5,0
Hard,Hard,S,R,2,1,0,1,5,0
Hard,Hard,S,R,2,2,0,1,5,0
Breaking,Hard,S,L,0,0,0,2,5,0
Breaking,Breaking,S,L,0,1,0,2,5,0
Hard,Breaking,S,L,0,2,0,2,5,0
Breaking,Hard,B,L,1,2,0,2,5,0
Hard,Breaking,S,L,0,0,0,0,6,0
Hard,Hard,B,L,1,0,0,0,6,0
Hard,Hard,S,L,1,1,0,0,6,0
Hard,Hard,S,L,1,2,0,0,6,0
Breaking,Hard,B,L,2,2,0,0,6,0
Breaking,Breaking,S,L,0,0,1,0,6,0
Hard,Breaking,X,R,0,0,1,1,6,0
Hard,Hard,B,R,1,0,1,1,6,0
Breaking,Hard,S,R,1,1,1,1,6,0
Hard,Breaking,S,R,1,2,1,1,6,0
Breaking,Hard,X,L,0,0,1,2,6,0
Breaking,Breaking,S,L,0,1,1,2,6,0
Breaking,Breaking,S,L,0,2,1,2,6,0
Breaking,Breaking,B,L,1,2,1,2,6,0
Breaking,Breaking,S,L,0,0,0,0,1,0
Hard,Breaking,S,L,0,1,0,0,1,0
Breaking,Hard,S,L,0,2,0,0,1,0
Breaking,Breaking,B,L,1,2,0,0,1,0
Breaking,Breaking,B,L,2,2,0,0,1,0
Breaking,Breaking,B,L,3,2,0,0,1,0
Breaking,Breaking,X,L,0,0,0,1,1,0
Breaking,Breaking,S,L,0,1,0,1,1,0
Hard,Breaking,X,R,0,0,0,2,1,0
Hard,Hard,X,R,0,0,1,2,1,0
Hard,Hard,B,R,1,0,1,2,1,0
Breaking,Hard,S,R,1,1,1,2,1,0
Breaking,Breaking,B,R,2,1,1,2,1,0
Breaking,Breaking,S,R,2,2,1,2,1,0
Hard,Breaking,X,L,0,0,0,0,2,0
Breaking,Hard,S,L,0,1,0,0,2,0
Breaking,Breaking,B,L,1,1,0,0,2,0
Breaking,Breaking,B,L,2,1,0,0,2,0
Hard,Breaking,B,L,3,1,0,0,2,0
Breaking,Hard,X,L,0,0,0,1,2,0
Hard,Breaking,S,L,0,1,0,1,2,0
Breaking,Hard,S,L,0,2,0,1,2,0
Breaking,Breaking,S,L,0,2,0,1,2,0
Hard,Breaking,S,L,0,2,0,1,2,0
Hard,Hard,B,L,1,2,0,1,2,0
Breaking,Hard,B,L,2,2,0,1,2,0
Breaking,Breaking,X,R,0,0,0,2,2,0
Hard,Breaking,X,R,0,0,0,0,3,1
Breaking,Hard,S,R,0,1,0,0,3,1
Breaking,Breaking,S,R,0,2,0,0,3,1
Hard,Breaking,X,R,0,0,1,0,3,1
Breaking,Hard,S,R,0,1,1,0,3,1
Breaking,Breaking,S,R,0,2,1,0,3,1
Hard,Breaking,B,R,1,2,1,0,3,1
